node_id,label,feat
kmeasure-3c4f7d0d-d403-11ec-9b3f-00155d8545fd,10020,"0, 1.0"
kmeasure-3c5088ab-d403-11ec-8dde-00155d8545fd,10016,"0.0851053969560184, 1.0"
kmeasure-3c509228-d403-11ec-aa12-00155d8545fd,10016,"0.0124485588876259, 1.0"
kmeasure-3c4ca0c9-d403-11ec-aeeb-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4a5c4f-d403-11ec-94be-00155d8545fd,10011,"0.22841079509751, 1.0"
kmeasure-3c49ca34-d403-11ec-a79a-00155d8545fd,10022,"3.17593473157515E-05, 1.0"
kmeasure-3c4af90e-d403-11ec-8ad1-00155d8545fd,10026,"0.00952486631834641, 1.0"
kmeasure-3c4e873d-d403-11ec-9bca-00155d8545fd,10008,"0.0160040972528289, 1.0"
kmeasure-3c4dc330-d403-11ec-a151-00155d8545fd,10029,"0, 1.0"
kmeasure-3c4b4ef4-d403-11ec-9b67-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4be867-d403-11ec-b574-00155d8545fd,10006,"0.00718152063937363, 1.0"
kmeasure-3c4d2d58-d403-11ec-8c6a-00155d8545fd,10030,"0.0185179681114878, 1.0"
kmeasure-3c4cd0c3-d403-11ec-ae59-00155d8545fd,10009,"0.162270843475232, 1.0"
kmeasure-3c5027ef-d403-11ec-9b01-00155d8545fd,10017,"0, 1.0"
kmeasure-3c5003d9-d403-11ec-bf6d-00155d8545fd,10025,"0, 1.0"
kmeasure-3c509329-d403-11ec-bd35-00155d8545fd,10016,"0.0868621900167358, 1.0"
kmeasure-3c4d1894-d403-11ec-81ad-00155d8545fd,10007,"0.0979699279685392, 1.0"
kmeasure-3c5005c5-d403-11ec-b6c8-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4f1f08-d403-11ec-9f59-00155d8545fd,10018,"0.00441380922128533, 1.0"
kmeasure-3c4ca70a-d403-11ec-8bdf-00155d8545fd,10010,"3.78461192251155E-05, 1.0"
kmeasure-3c4b92c8-d403-11ec-a387-00155d8545fd,10015,"0.00040458736788803, 1.0"
kmeasure-3c50d594-d403-11ec-b282-00155d8545fd,10012,"0.155564249311202, 1.0"
kmeasure-3c4f5182-d403-11ec-8bfb-00155d8545fd,10024,"0.00801908544093219, 1.0"
kmeasure-3c4a45ee-d403-11ec-b258-00155d8545fd,10011,"0.222686782804051, 1.0"
kmeasure-3c4f851d-d403-11ec-911c-00155d8545fd,10020,"0, 1.0"
kmeasure-3c4f05b3-d403-11ec-8821-00155d8545fd,10018,"0.0496329199354365, 1.0"
kmeasure-3c4d72a9-d403-11ec-8e62-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4b32ba-d403-11ec-b4a0-00155d8545fd,10003,"0.00098408230862974, 1.0"
kmeasure-3c497bc4-d403-11ec-91d3-00155d8545fd,10031,"0.00989665372419442, 1.0"
kmeasure-3c50892a-d403-11ec-8959-00155d8545fd,10016,"0.0171514043998659, 1.0"
kmeasure-3c4f822f-d403-11ec-afe1-00155d8545fd,10020,"0, 1.0"
kmeasure-3c508f2b-d403-11ec-814c-00155d8545fd,10016,"0.010123312702955, 1.0"
kmeasure-3c4a801c-d403-11ec-9b6c-00155d8545fd,10023,"0.00810136175970826, 1.0"
kmeasure-3c4e282c-d403-11ec-b2db-00155d8545fd,10019,"0.0923968756635541, 1.0"
kmeasure-3c4cbe7b-d403-11ec-b02c-00155d8545fd,10009,"0.0562170419690137, 1.0"
kmeasure-3c4afbac-d403-11ec-8358-00155d8545fd,10026,"0.0057760433480861, 1.0"
kmeasure-3c4c6f09-d403-11ec-9ccf-00155d8545fd,10010,"0.00957700110981194, 1.0"
kmeasure-3c4aa812-d403-11ec-837f-00155d8545fd,10023,"0.00751569074792086, 1.0"
kmeasure-3c4cc530-d403-11ec-8bf8-00155d8545fd,10009,"0.0810290524290043, 1.0"
kmeasure-3c4a2b65-d403-11ec-9f92-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4eecb1-d403-11ec-9c33-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4ddcf4-d403-11ec-9d7f-00155d8545fd,10005,"0.0240012856253102, 1.0"
kmeasure-3c4d2bf5-d403-11ec-b7b4-00155d8545fd,10030,"0.0976881728988042, 1.0"
kmeasure-3c4c104b-d403-11ec-99a7-00155d8545fd,10006,"0.00179101301102155, 1.0"
kmeasure-3c49ff21-d403-11ec-bcdc-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4ebd7a-d403-11ec-93bf-00155d8545fd,10032,"0.0101570047969311, 1.0"
kmeasure-3c4f3af3-d403-11ec-a4ca-00155d8545fd,10024,"0, 1.0"
kmeasure-3c4e7d62-d403-11ec-9f25-00155d8545fd,10008,"0.0195165844179027, 1.0"
kmeasure-3c497ab0-d403-11ec-bf24-00155d8545fd,10031,"0.00965771136902306, 1.0"
kmeasure-3c49dd06-d403-11ec-8170-00155d8545fd,10022,"0.000174068099322922, 1.0"
kmeasure-3c49bebc-d403-11ec-aee7-00155d8545fd,10022,"0, 1.0"
kmeasure-3c50be50-d403-11ec-9127-00155d8545fd,10012,"0.281752674483093, 1.0"
kmeasure-3c4b7b73-d403-11ec-a5f1-00155d8545fd,10015,"0.000607402236730245, 1.0"
kmeasure-3c50de63-d403-11ec-b5a7-00155d8545fd,10012,"0.24993811877922, 1.0"
kmeasure-3c507ab1-d403-11ec-8e1f-00155d8545fd,10016,"0.0987704808853528, 1.0"
kmeasure-3c50679b-d403-11ec-9426-00155d8545fd,10021,"0.000777772089460506, 1.0"
kmeasure-3c4c2b79-d403-11ec-8793-00155d8545fd,10014,"0.101680669157048, 1.0"
kmeasure-3c4a01d3-d403-11ec-99c1-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4e8860-d403-11ec-b09f-00155d8545fd,10008,"0.00859077100598827, 1.0"
kmeasure-3c4e17ab-d403-11ec-a539-00155d8545fd,10019,"0.00126975754800634, 1.0"
kmeasure-3c4b2325-d403-11ec-9337-00155d8545fd,10026,"0.000503482457335605, 1.0"
kmeasure-3c4e3f2d-d403-11ec-b5ae-00155d8545fd,10019,"0.0958157466111948, 1.0"
kmeasure-3c4d116c-d403-11ec-86b9-00155d8545fd,10007,"0.0578363944105411, 1.0"
kmeasure-3c4b364c-d403-11ec-9e2b-00155d8545fd,10003,"0.000499177993922951, 1.0"
kmeasure-3c4a8d0e-d403-11ec-9c8e-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4a3e66-d403-11ec-8b89-00155d8545fd,10011,"0.0606705051037755, 1.0"
kmeasure-3c4f0d65-d403-11ec-ab1b-00155d8545fd,10018,"0.0497291931230877, 1.0"
kmeasure-3c50dcf4-d403-11ec-b559-00155d8545fd,10012,"0.0649063618818286, 1.0"
kmeasure-3c4ec870-d403-11ec-825b-00155d8545fd,10032,"0.000962888762035676, 1.0"
kmeasure-3c4c1e57-d403-11ec-a1dc-00155d8545fd,10006,"0.00471781443789635, 1.0"
kmeasure-3c49bdbb-d403-11ec-96fc-00155d8545fd,10022,"0.000978939505220699, 1.0"
kmeasure-3c4e9d0a-d403-11ec-b47d-00155d8545fd,10008,"0.00393676045797224, 1.0"
kmeasure-3c4afddf-d403-11ec-91a7-00155d8545fd,10026,"0.00494072467741157, 1.0"
kmeasure-3c4cdf9b-d403-11ec-a55a-00155d8545fd,10009,"0.11724849581445, 1.0"
kmeasure-3c50a765-d403-11ec-87f0-00155d8545fd,10016,"0.0925224379462938, 1.0"
kmeasure-3c4d1607-d403-11ec-92c5-00155d8545fd,10007,"0.0141250422212411, 1.0"
kmeasure-3c49d719-d403-11ec-8fc9-00155d8545fd,10022,"0, 1.0"
kmeasure-3c4fe5cc-d403-11ec-b6ff-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4e0844-d403-11ec-b397-00155d8545fd,10005,"0.0196284747307484, 1.0"
kmeasure-3c4df014-d403-11ec-8827-00155d8545fd,10005,"0.0198622483712033, 1.0"
kmeasure-3c4adb5a-d403-11ec-85f3-00155d8545fd,10001,"0.000278040410769411, 1.0"
kmeasure-3c50671e-d403-11ec-ba9e-00155d8545fd,10021,"0.0131075052822587, 1.0"
kmeasure-3c4c8f17-d403-11ec-ba61-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4b029d-d403-11ec-b8a9-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4addc9-d403-11ec-ba94-00155d8545fd,10001,"0, 1.0"
kmeasure-3c4ebff0-d403-11ec-9401-00155d8545fd,10032,"0.00641253798656924, 1.0"
kmeasure-3c4ce9ab-d403-11ec-a4f9-00155d8545fd,10009,"0.122597096179603, 1.0"
kmeasure-3c497f70-d403-11ec-ae92-00155d8545fd,10031,"0.00998636034806013, 1.0"
kmeasure-3c4f81ac-d403-11ec-9b00-00155d8545fd,10020,"0.00720058677717551, 1.0"
kmeasure-3c4b91b1-d403-11ec-bfd9-00155d8545fd,10015,"0.000174356675744142, 1.0"
kmeasure-3c49e797-d403-11ec-b5db-00155d8545fd,10022,"0.000292500931871609, 1.0"
kmeasure-3c4a1cb8-d403-11ec-8dc8-00155d8545fd,10027,"0.00077123081681202, 1.0"
kmeasure-3c4caca9-d403-11ec-a277-00155d8545fd,10010,"0.00187797089415112, 1.0"
kmeasure-3c4ff4b6-d403-11ec-99aa-00155d8545fd,10025,"0.00959271394513642, 1.0"
kmeasure-3c4b9686-d403-11ec-8988-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4b5111-d403-11ec-b551-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4a9198-d403-11ec-9b84-00155d8545fd,10023,"0, 1.0"
kmeasure-3c49de16-d403-11ec-b09d-00155d8545fd,10022,"0.000396771491860861, 1.0"
kmeasure-3c49b192-d403-11ec-bbb5-00155d8545fd,10031,"0.00489078743685243, 1.0"
kmeasure-3c4a101c-d403-11ec-8ee5-00155d8545fd,10027,"0.000439767441697444, 1.0"
kmeasure-3c4e6016-d403-11ec-a4b2-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4e11fc-d403-11ec-a726-00155d8545fd,10019,"0.0988889403910769, 1.0"
kmeasure-3c4b11fb-d403-11ec-bef0-00155d8545fd,10026,"0.00210325708002072, 1.0"
kmeasure-3c4eea02-d403-11ec-905e-00155d8545fd,10032,"0.00560775286429563, 1.0"
kmeasure-3c4988f0-d403-11ec-bb13-00155d8545fd,10031,"0.000663136994001243, 1.0"
kmeasure-3c49e0c1-d403-11ec-baf2-00155d8545fd,10022,"0, 1.0"
kmeasure-3c4bea93-d403-11ec-8096-00155d8545fd,10006,"0.0192458414440929, 1.0"
kmeasure-3c4d83b8-d403-11ec-917b-00155d8545fd,10004,"0, 1.0"
kmeasure-3c505264-d403-11ec-8051-00155d8545fd,10021,"0.0116181348262943, 1.0"
kmeasure-3c4fc7ad-d403-11ec-a8ee-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4bc544-d403-11ec-82ca-00155d8545fd,10028,"0.016963086498984, 1.0"
kmeasure-3c4cc22e-d403-11ec-b442-00155d8545fd,10009,"0.118937079649276, 1.0"
kmeasure-3c49c87f-d403-11ec-9048-00155d8545fd,10022,"0.000680876688310895, 1.0"
kmeasure-3c4c4189-d403-11ec-890c-00155d8545fd,10014,"0.013644881391947, 1.0"
kmeasure-3c4e1613-d403-11ec-80e3-00155d8545fd,10019,"0.0321595318119811, 1.0"
kmeasure-3c50d459-d403-11ec-8340-00155d8545fd,10012,"0.126574751807117, 1.0"
kmeasure-3c4a7c39-d403-11ec-b632-00155d8545fd,10023,"0.000894874599114489, 1.0"
kmeasure-3c4f685f-d403-11ec-8444-00155d8545fd,10020,"0.00981723189937141, 1.0"
kmeasure-3c4d4c7b-d403-11ec-8506-00155d8545fd,10030,"0.0732509391896836, 1.0"
kmeasure-3c501d7c-d403-11ec-b58c-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4c0990-d403-11ec-b169-00155d8545fd,10006,"0.00462575995477329, 1.0"
kmeasure-3c4ab2d4-d403-11ec-ad9d-00155d8545fd,10023,"0, 1.0"
kmeasure-3c507788-d403-11ec-b9ba-00155d8545fd,10016,"0.0982469977650203, 1.0"
kmeasure-3c4f1f9f-d403-11ec-8e14-00155d8545fd,10018,"0.0309300483341154, 1.0"
kmeasure-3c4aed52-d403-11ec-90c1-00155d8545fd,10001,"0.000545858228156906, 1.0"
kmeasure-3c50c26f-d403-11ec-ae2e-00155d8545fd,10012,"0.0823958408009662, 1.0"
kmeasure-3c4e6852-d403-11ec-832c-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4a202a-d403-11ec-bdd3-00155d8545fd,10027,"0, 1.0"
kmeasure-3c49886f-d403-11ec-839f-00155d8545fd,10031,"0, 1.0"
kmeasure-3c500455-d403-11ec-8652-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4eda5c-d403-11ec-bdd9-00155d8545fd,10032,"0.00380861148262999, 1.0"
kmeasure-3c4ea612-d403-11ec-aa47-00155d8545fd,10008,"0.000145494128807847, 1.0"
kmeasure-3c4fc630-d403-11ec-8f4b-00155d8545fd,10013,"0.00196217806625127, 1.0"
kmeasure-3c4db1e7-d403-11ec-9bf4-00155d8545fd,10029,"0, 1.0"
kmeasure-3c502093-d403-11ec-ad5f-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4a59ae-d403-11ec-a9c0-00155d8545fd,10011,"0.0404900385294721, 1.0"
kmeasure-3c4ebeed-d403-11ec-bfbf-00155d8545fd,10032,"0, 1.0"
kmeasure-3c49cb86-d403-11ec-b3d5-00155d8545fd,10022,"0.000780354928779872, 1.0"
kmeasure-3c4aebc5-d403-11ec-b909-00155d8545fd,10001,"0.000947891192999008, 1.0"
kmeasure-3c497c64-d403-11ec-9bbb-00155d8545fd,10031,"0.0101896970905861, 1.0"
kmeasure-3c49b8b2-d403-11ec-a87d-00155d8545fd,10022,"0.00095413808462355, 1.0"
kmeasure-3c4de78b-d403-11ec-ba78-00155d8545fd,10005,"0.02321345947391, 1.0"
kmeasure-3c4fee68-d403-11ec-93d3-00155d8545fd,10025,"0.00949446406974663, 1.0"
kmeasure-3c4a7b13-d403-11ec-9bf8-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4bb9d2-d403-11ec-ba16-00155d8545fd,10028,"0.0624816195422348, 1.0"
kmeasure-3c4ad699-d403-11ec-85e3-00155d8545fd,10001,"0, 1.0"
kmeasure-3c505d7c-d403-11ec-a642-00155d8545fd,10021,"0.013389448070517, 1.0"
kmeasure-3c4e483d-d403-11ec-8ca6-00155d8545fd,10002,"4, 1.0"
kmeasure-3c50dd6f-d403-11ec-8f5f-00155d8545fd,10012,"0.0456233338805046, 1.0"
kmeasure-3c4d9eea-d403-11ec-b84e-00155d8545fd,10029,"0.00771611010817269, 1.0"
kmeasure-3c4aff6f-d403-11ec-a14d-00155d8545fd,10026,"0.00057430881303562, 1.0"
kmeasure-3c4fea0f-d403-11ec-b963-00155d8545fd,10025,"0.000695109434271704, 1.0"
kmeasure-3c4b8cbb-d403-11ec-8939-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4e1ae1-d403-11ec-ba37-00155d8545fd,10019,"0.0129936902093283, 1.0"
kmeasure-3c4de415-d403-11ec-942a-00155d8545fd,10005,"0.0194156303097739, 1.0"
kmeasure-3c4fe991-d403-11ec-bcc2-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4fbbb4-d403-11ec-9851-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4fb52f-d403-11ec-9a7e-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4a0360-d403-11ec-8f35-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4d021c-d403-11ec-8650-00155d8545fd,10007,"0.0495503885975093, 1.0"
kmeasure-3c5030a6-d403-11ec-b010-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4bbd22-d403-11ec-b058-00155d8545fd,10028,"0.14600038536699, 1.0"
kmeasure-3c4e412c-d403-11ec-a197-00155d8545fd,10019,"0.025560070659906, 1.0"
kmeasure-3c4e0d80-d403-11ec-b5fc-00155d8545fd,10019,"0.0994762613556241, 1.0"
kmeasure-3c4cca3e-d403-11ec-acde-00155d8545fd,10009,"0.0308875229201235, 1.0"
kmeasure-3c50a4ee-d403-11ec-a986-00155d8545fd,10016,"0.0699254075322849, 1.0"
kmeasure-3c4a5dd5-d403-11ec-954f-00155d8545fd,10011,"0.206793562352572, 1.0"
kmeasure-3c4a414b-d403-11ec-ab2f-00155d8545fd,10011,"0.144377208413386, 1.0"
kmeasure-3c4a3696-d403-11ec-8975-00155d8545fd,10011,"0.137519969452073, 1.0"
kmeasure-3c4f8c71-d403-11ec-a287-00155d8545fd,10020,"0.00155602974439453, 1.0"
kmeasure-3c4b99b7-d403-11ec-8b8d-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4e9f8a-d403-11ec-990e-00155d8545fd,10008,"0.0182344163376869, 1.0"
kmeasure-3c4b8576-d403-11ec-bbcf-00155d8545fd,10015,"0.000697106445572899, 1.0"
kmeasure-3c4b10d7-d403-11ec-bf73-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4f84a0-d403-11ec-9fcf-00155d8545fd,10020,"0, 1.0"
kmeasure-3c49dfb7-d403-11ec-a056-00155d8545fd,10022,"0.000332610407096593, 1.0"
kmeasure-3c4d3a4b-d403-11ec-ab32-00155d8545fd,10030,"0.0774881084686427, 1.0"
kmeasure-3c4b7da2-d403-11ec-8f85-00155d8545fd,10015,"0.000694228484475809, 1.0"
kmeasure-3c4b7d18-d403-11ec-8a5a-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4e96f5-d403-11ec-8958-00155d8545fd,10008,"0.0134919840175643, 1.0"
kmeasure-3c4ca006-d403-11ec-b145-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4c9c4d-d403-11ec-b23d-00155d8545fd,10010,"0.000679662193784863, 1.0"
kmeasure-3c4cfbe1-d403-11ec-a476-00155d8545fd,10007,"0.0440567560923023, 1.0"
kmeasure-3c4cf652-d403-11ec-a667-00155d8545fd,10007,"0.0139332019649214, 1.0"
kmeasure-3c49a5ff-d403-11ec-b52a-00155d8545fd,10031,"0, 1.0"
kmeasure-3c50a663-d403-11ec-8a92-00155d8545fd,10016,"0.02914074589905, 1.0"
kmeasure-3c4b128c-d403-11ec-a220-00155d8545fd,10026,"0.00262175683569066, 1.0"
kmeasure-3c4c844d-d403-11ec-a619-00155d8545fd,10010,"0.00828806432628515, 1.0"
kmeasure-3c4a82c6-d403-11ec-8bba-00155d8545fd,10023,"0.00687826499512, 1.0"
kmeasure-3c4faf40-d403-11ec-961f-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4c0560-d403-11ec-aec8-00155d8545fd,10006,"0.000429841843230365, 1.0"
kmeasure-3c49ce6e-d403-11ec-bef2-00155d8545fd,10022,"0.000960488647467501, 1.0"
kmeasure-3c4dce3d-d403-11ec-8e34-00155d8545fd,10029,"0, 1.0"
kmeasure-3c4a34a7-d403-11ec-a3e6-00155d8545fd,10011,"0.242883883410278, 1.0"
kmeasure-3c50124a-d403-11ec-8ea2-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4e0a48-d403-11ec-abdc-00155d8545fd,10005,"0.00119828980035264, 1.0"
kmeasure-3c4d57a2-d403-11ec-a3e8-00155d8545fd,10030,"0.00312312871417297, 1.0"
kmeasure-3c498430-d403-11ec-aef9-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4a9c86-d403-11ec-8a47-00155d8545fd,10023,"0.00402544167622806, 1.0"
kmeasure-3c4f022d-d403-11ec-94b7-00155d8545fd,10018,"0.0430526875895885, 1.0"
kmeasure-3c4e2cb4-d403-11ec-b15a-00155d8545fd,10019,"0.00902791243568145, 1.0"
kmeasure-3c4e29af-d403-11ec-b926-00155d8545fd,10019,"0.0672613563929709, 1.0"
kmeasure-3c4a5217-d403-11ec-aff8-00155d8545fd,10011,"0.106588144278771, 1.0"
kmeasure-3c4f8115-d403-11ec-913d-00155d8545fd,10020,"0.000685222964906598, 1.0"
kmeasure-3c502fb2-d403-11ec-a2dd-00155d8545fd,10017,"0, 1.0"
kmeasure-3c504459-d403-11ec-837a-00155d8545fd,10021,"0.024777147415136, 1.0"
kmeasure-3c4c2864-d403-11ec-9b8d-00155d8545fd,10014,"0.0999351675137943, 1.0"
kmeasure-3c4dd382-d403-11ec-928e-00155d8545fd,10029,"0, 1.0"
kmeasure-3c4e0bc6-d403-11ec-9cff-00155d8545fd,10005,"0.0165496542456296, 1.0"
kmeasure-3c4dee88-d403-11ec-8927-00155d8545fd,10005,"0.0226054210632706, 1.0"
kmeasure-3c4d9855-d403-11ec-99ec-00155d8545fd,10029,"0.00998185478175954, 1.0"
kmeasure-3c4d5d28-d403-11ec-b6b1-00155d8545fd,10030,"0.020424118134737, 1.0"
kmeasure-3c4ab67c-d403-11ec-8636-00155d8545fd,10023,"0.000109603664499265, 1.0"
kmeasure-3c4b9085-d403-11ec-94ef-00155d8545fd,10015,"0.000695711592198118, 1.0"
kmeasure-3c4a88b3-d403-11ec-8a09-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4e0941-d403-11ec-8cea-00155d8545fd,10005,"0.0180332898117268, 1.0"
kmeasure-3c4d41e0-d403-11ec-a49c-00155d8545fd,10030,"0.0807159872093847, 1.0"
kmeasure-3c4b62c7-d403-11ec-bbc7-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4d51cd-d403-11ec-b8ee-00155d8545fd,10030,"0.0634817382486294, 1.0"
kmeasure-3c50b799-d403-11ec-87b7-00155d8545fd,10012,"0.0756983561242324, 1.0"
kmeasure-3c4d2f81-d403-11ec-9aac-00155d8545fd,10030,"0.0973816827174897, 1.0"
kmeasure-3c4e50da-d403-11ec-ac8d-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4e2ab5-d403-11ec-aab8-00155d8545fd,10019,"0.0745695755288709, 1.0"
kmeasure-3c4bb1a6-d403-11ec-a03e-00155d8545fd,10028,"0.186976704029232, 1.0"
kmeasure-3c4e4dbd-d403-11ec-8447-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4bfd1c-d403-11ec-9636-00155d8545fd,10006,"0.00859392547538555, 1.0"
kmeasure-3c4b1548-d403-11ec-9838-00155d8545fd,10026,"0.00769674319416432, 1.0"
kmeasure-3c4de80d-d403-11ec-8f29-00155d8545fd,10005,"0.000294597277783918, 1.0"
kmeasure-3c4b63f0-d403-11ec-8373-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4bd96c-d403-11ec-b172-00155d8545fd,10028,"0.135318549022247, 1.0"
kmeasure-3c4a1b98-d403-11ec-ad76-00155d8545fd,10027,"0.000640926499640682, 1.0"
kmeasure-3c4bb233-d403-11ec-b43a-00155d8545fd,10028,"0.113051816379166, 1.0"
kmeasure-3c4f1b7d-d403-11ec-bba1-00155d8545fd,10018,"0.0225523455399609, 1.0"
kmeasure-3c4aabbf-d403-11ec-9810-00155d8545fd,10023,"0.00827098816849361, 1.0"
kmeasure-3c4dec4f-d403-11ec-8c05-00155d8545fd,10005,"0.00195007049818171, 1.0"
kmeasure-3c4fc17f-d403-11ec-93d6-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4b9dab-d403-11ec-bca2-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4aef88-d403-11ec-a4f9-00155d8545fd,10001,"0.000965218518672179, 1.0"
kmeasure-3c4c667e-d403-11ec-9f4a-00155d8545fd,10014,"0.0536249391036347, 1.0"
kmeasure-3c4f72dc-d403-11ec-9598-00155d8545fd,10020,"0, 1.0"
kmeasure-3c4dc6a7-d403-11ec-b027-00155d8545fd,10029,"0.00435060188148359, 1.0"
kmeasure-3c4c3294-d403-11ec-8336-00155d8545fd,10014,"0.0311937775332426, 1.0"
kmeasure-3c4afc45-d403-11ec-ac18-00155d8545fd,10026,"0.00897830853354244, 1.0"
kmeasure-3c50d617-d403-11ec-8db3-00155d8545fd,10012,"0.0884985427458967, 1.0"
kmeasure-3c4b18fd-d403-11ec-9cc1-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4e8eb2-d403-11ec-874b-00155d8545fd,10008,"0.00361090529231473, 1.0"
kmeasure-3c4a1edd-d403-11ec-ab8c-00155d8545fd,10027,"0.000812522618100109, 1.0"
kmeasure-3c4fba9e-d403-11ec-9960-00155d8545fd,10013,"0.00676711406070727, 1.0"
kmeasure-3c4d8ebd-d403-11ec-a0e1-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4d71ab-d403-11ec-b338-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4adefd-d403-11ec-bf76-00155d8545fd,10001,"0.000157320033369166, 1.0"
kmeasure-3c4df1a2-d403-11ec-b706-00155d8545fd,10005,"0.00974851529086909, 1.0"
kmeasure-3c4ff91f-d403-11ec-8b8f-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4aa04a-d403-11ec-af81-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4ddbfb-d403-11ec-ad9f-00155d8545fd,10005,"0.0250612184553575, 1.0"
kmeasure-3c4b61bb-d403-11ec-a529-00155d8545fd,10003,"7.31815855420395E-06, 1.0"
kmeasure-3c49a039-d403-11ec-93d9-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4dc076-d403-11ec-9362-00155d8545fd,10029,"0.00719991876328353, 1.0"
kmeasure-3c509c0e-d403-11ec-bf86-00155d8545fd,10016,"0.037214808144172, 1.0"
kmeasure-3c4ddc83-d403-11ec-8fc6-00155d8545fd,10005,"0.0249251222230948, 1.0"
kmeasure-3c500bbd-d403-11ec-9e1a-00155d8545fd,10017,"3, 1.0"
kmeasure-3c4d7011-d403-11ec-9be7-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4d2354-d403-11ec-9b5e-00155d8545fd,10007,"0.0830846229673206, 1.0"
kmeasure-3c504ce6-d403-11ec-978f-00155d8545fd,10021,"0.0143628138153115, 1.0"
kmeasure-3c49c76b-d403-11ec-a5b7-00155d8545fd,10022,"0, 1.0"
kmeasure-3c4c6708-d403-11ec-ae9c-00155d8545fd,10014,"0.0144719755429336, 1.0"
kmeasure-3c4f6dfd-d403-11ec-8df9-00155d8545fd,10020,"0.00704154699836027, 1.0"
kmeasure-3c4a3ef6-d403-11ec-82dd-00155d8545fd,10011,"0.100959649974975, 1.0"
kmeasure-3c500ec5-d403-11ec-8e51-00155d8545fd,10017,"7, 1.0"
kmeasure-3c4c127d-d403-11ec-b1fe-00155d8545fd,10006,"0.0160167704020575, 1.0"
kmeasure-3c4a14e6-d403-11ec-81fa-00155d8545fd,10027,"0.000639993342958385, 1.0"
kmeasure-3c4e5059-d403-11ec-be21-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4c134f-d403-11ec-b2e4-00155d8545fd,10006,"0.00450797921376121, 1.0"
kmeasure-3c4a566a-d403-11ec-ba2f-00155d8545fd,10011,"0.0785200208481105, 1.0"
kmeasure-3c4e4339-d403-11ec-bdbd-00155d8545fd,10019,"0.0742478210835656, 1.0"
kmeasure-3c4aedd6-d403-11ec-9e62-00155d8545fd,10001,"0.000397398869107658, 1.0"
kmeasure-3c4d6b05-d403-11ec-81cf-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4b5f1b-d403-11ec-9462-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4b3535-d403-11ec-aceb-00155d8545fd,10003,"0.000209669494251549, 1.0"
kmeasure-3c4d6980-d403-11ec-96a4-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4c4ec5-d403-11ec-8e1b-00155d8545fd,10014,"0.0527421238300046, 1.0"
kmeasure-3c502da9-d403-11ec-b0b3-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4e8e30-d403-11ec-8c96-00155d8545fd,10008,"0.0152008729630744, 1.0"
