node_id,label,feat
kmeasure-3c50c5e1-d403-11ec-b0b1-00155d8545fd,10012,"0.0115353465447187, 1.0"
kmeasure-3c4f538f-d403-11ec-af8a-00155d8545fd,10024,"0, 1.0"
kmeasure-3c4a2d12-d403-11ec-b9b3-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4ac8c4-d403-11ec-a813-00155d8545fd,10001,"0, 1.0"
kmeasure-3c4fda08-d403-11ec-aa63-00155d8545fd,10025,"0.00998401181782166, 1.0"
kmeasure-3c508ba5-d403-11ec-9853-00155d8545fd,10016,"0.0171980265872067, 1.0"
kmeasure-3c4ff829-d403-11ec-8e15-00155d8545fd,10025,"0.00479745852397401, 1.0"
kmeasure-3c4a4405-d403-11ec-ba5b-00155d8545fd,10011,"0.0221449420981868, 1.0"
kmeasure-3c4e28ac-d403-11ec-81eb-00155d8545fd,10019,"0.0883573197255255, 1.0"
kmeasure-3c4bf200-d403-11ec-b0f5-00155d8545fd,10006,"0.0105241798282768, 1.0"
kmeasure-3c4cc62d-d403-11ec-a782-00155d8545fd,10009,"0.135052459623054, 1.0"
kmeasure-3c4b36d6-d403-11ec-9261-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4c3f07-d403-11ec-974f-00155d8545fd,10014,"0.0274353853413863, 1.0"
kmeasure-3c4afe65-d403-11ec-abf9-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4a577e-d403-11ec-a62d-00155d8545fd,10011,"0.121429794654057, 1.0"
kmeasure-3c4df2a7-d403-11ec-8d02-00155d8545fd,10005,"0.0151027769912946, 1.0"
kmeasure-3c4c3e81-d403-11ec-a89f-00155d8545fd,10014,"0.0456490626865368, 1.0"
kmeasure-3c4b398b-d403-11ec-bb5e-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4b0a5b-d403-11ec-b492-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4f2fa5-d403-11ec-b5d1-00155d8545fd,10024,"0.00331188625575333, 1.0"
kmeasure-3c4a2da0-d403-11ec-a457-00155d8545fd,10027,"0, 1.0"
kmeasure-3c50db7c-d403-11ec-9970-00155d8545fd,10012,"0.120829846108441, 1.0"
kmeasure-3c4f5de3-d403-11ec-93d4-00155d8545fd,10024,"0.00476000346522137, 1.0"
kmeasure-3c4f5e5d-d403-11ec-bd0f-00155d8545fd,10024,"0.00151468280618628, 1.0"
kmeasure-3c4ee76b-d403-11ec-9198-00155d8545fd,10032,"0, 1.0"
kmeasure-3c5012c9-d403-11ec-be03-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4ed0e3-d403-11ec-a054-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4e34b1-d403-11ec-9b4b-00155d8545fd,10019,"0.0102049684736323, 1.0"
kmeasure-3c4e54df-d403-11ec-a466-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4e4eda-d403-11ec-9d19-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4a42eb-d403-11ec-928e-00155d8545fd,10011,"0.23610142650722, 1.0"
kmeasure-3c4a112f-d403-11ec-8542-00155d8545fd,10027,"0.000972591006993346, 1.0"
kmeasure-3c508827-d403-11ec-bd84-00155d8545fd,10016,"0.0235573876509788, 1.0"
kmeasure-3c4dd40b-d403-11ec-8ef9-00155d8545fd,10029,"0, 1.0"
kmeasure-3c4ec7f4-d403-11ec-acc3-00155d8545fd,10032,"0.00541175420456344, 1.0"
kmeasure-3c4d497f-d403-11ec-a7ef-00155d8545fd,10030,"0.0343377430852871, 1.0"
kmeasure-3c4ce238-d403-11ec-a279-00155d8545fd,10009,"0.0530559718258353, 1.0"
kmeasure-3c4c5583-d403-11ec-8a9f-00155d8545fd,10014,"0.0130009020931415, 1.0"
kmeasure-3c5087a4-d403-11ec-a613-00155d8545fd,10016,"0.0581537842167964, 1.0"
kmeasure-3c4c0458-d403-11ec-b04e-00155d8545fd,10006,"0.00175224995428904, 1.0"
kmeasure-3c4e40ae-d403-11ec-8f2a-00155d8545fd,10019,"0.00613548240757069, 1.0"
kmeasure-3c502e23-d403-11ec-8844-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4ad57d-d403-11ec-bcb7-00155d8545fd,10001,"0, 1.0"
kmeasure-3c4ca9d1-d403-11ec-be51-00155d8545fd,10010,"0, 1.0"
kmeasure-3c50099f-d403-11ec-8c7c-00155d8545fd,10017,"3, 1.0"
kmeasure-3c4f0ad9-d403-11ec-b127-00155d8545fd,10018,"0.0778130345422369, 1.0"
kmeasure-3c49fa6c-d403-11ec-a97f-00155d8545fd,10027,"0.000996796686056439, 1.0"
kmeasure-3c4e101b-d403-11ec-a7f8-00155d8545fd,10019,"0.0983532971179568, 1.0"
kmeasure-3c4b8dcf-d403-11ec-bb2a-00155d8545fd,10015,"0.000288749405657499, 1.0"
kmeasure-3c5094a7-d403-11ec-a1c6-00155d8545fd,10016,"0.0580756702080809, 1.0"
kmeasure-3c4e9777-d403-11ec-9d58-00155d8545fd,10008,"0.0132294371097629, 1.0"
kmeasure-3c4fccd3-d403-11ec-a659-00155d8545fd,10013,"0.003528505111545, 1.0"
kmeasure-3c4e84b6-d403-11ec-b81e-00155d8545fd,10008,"0.00286665875961768, 1.0"
kmeasure-3c4e2024-d403-11ec-bf29-00155d8545fd,10019,"0.0914562077101113, 1.0"
kmeasure-3c4a2154-d403-11ec-b8fe-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4e1724-d403-11ec-8f5b-00155d8545fd,10019,"0.0767559729633348, 1.0"
kmeasure-3c49b21a-d403-11ec-84a5-00155d8545fd,10031,"0.000416044403075477, 1.0"
kmeasure-3c4ee1ce-d403-11ec-829e-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4f7e84-d403-11ec-a40a-00155d8545fd,10020,"0.00246492729763152, 1.0"
kmeasure-3c4b5931-d403-11ec-b133-00155d8545fd,10003,"0.000763222046331392, 1.0"
kmeasure-3c4f5f53-d403-11ec-8959-00155d8545fd,10024,"0, 1.0"
kmeasure-3c4b0686-d403-11ec-a138-00155d8545fd,10026,"0.00832406341546302, 1.0"
kmeasure-3c4bd8e8-d403-11ec-8c8e-00155d8545fd,10028,"0.0778520042878191, 1.0"
kmeasure-3c4c8839-d403-11ec-825a-00155d8545fd,10010,"0, 1.0"
kmeasure-3c501d00-d403-11ec-9ccc-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4c0905-d403-11ec-8808-00155d8545fd,10006,"0.00209172354528178, 1.0"
kmeasure-3c4cbcf3-d403-11ec-8af8-00155d8545fd,10009,"0.194264478938297, 1.0"
kmeasure-3c4df098-d403-11ec-9e98-00155d8545fd,10005,"0.0244062846891566, 1.0"
kmeasure-3c50b817-d403-11ec-b633-00155d8545fd,10012,"0.291813852277506, 1.0"
kmeasure-3c4fd1ee-d403-11ec-9bbe-00155d8545fd,10013,"0.00555509847428666, 1.0"
kmeasure-3c4d47f1-d403-11ec-b733-00155d8545fd,10030,"0.0870603604057307, 1.0"
kmeasure-3c4e8155-d403-11ec-89f2-00155d8545fd,10008,"0.0192057673478586, 1.0"
kmeasure-3c4e89ee-d403-11ec-aa8d-00155d8545fd,10008,"0.0174408147886371, 1.0"
kmeasure-3c504ee6-d403-11ec-80ac-00155d8545fd,10021,"0.00825473960836022, 1.0"
kmeasure-3c4b9352-d403-11ec-b1c5-00155d8545fd,10015,"4.52476198429357E-05, 1.0"
kmeasure-3c4decd9-d403-11ec-a070-00155d8545fd,10005,"0.00238101637941685, 1.0"
kmeasure-3c4aa89b-d403-11ec-b6cb-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4eb88b-d403-11ec-b37b-00155d8545fd,10032,"0.0101998624182631, 1.0"
kmeasure-3c4fb1be-d403-11ec-b260-00155d8545fd,10013,"0, 1.0"
kmeasure-3c50dee1-d403-11ec-8223-00155d8545fd,10012,"0.101162760364604, 1.0"
kmeasure-3c4bc21b-d403-11ec-afcb-00155d8545fd,10028,"0.116483079162485, 1.0"
kmeasure-3c4f7570-d403-11ec-adba-00155d8545fd,10020,"0, 1.0"
kmeasure-3c4be03f-d403-11ec-a5f8-00155d8545fd,10006,"0.0197551974666266, 1.0"
kmeasure-3c4eeb92-d403-11ec-b660-00155d8545fd,10032,"0, 1.0"
kmeasure-3c502110-d403-11ec-8f7e-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4f8fd6-d403-11ec-a5f5-00155d8545fd,10020,"0.00312321736461814, 1.0"
kmeasure-3c4e0b49-d403-11ec-9327-00155d8545fd,10005,"0.00582757913008207, 1.0"
kmeasure-3c4b9120-d403-11ec-a381-00155d8545fd,10015,"0.000414992244423387, 1.0"
kmeasure-3c50d895-d403-11ec-bb6d-00155d8545fd,10012,"0.261313380738689, 1.0"
kmeasure-3c4ee97d-d403-11ec-a63e-00155d8545fd,10032,"0.00398856114283998, 1.0"
kmeasure-3c4d3641-d403-11ec-b78d-00155d8545fd,10030,"0.0233841556814915, 1.0"
kmeasure-3c50cd01-d403-11ec-a574-00155d8545fd,10012,"0.0818394792531456, 1.0"
kmeasure-3c5058bb-d403-11ec-bae9-00155d8545fd,10021,"0.00741705229641156, 1.0"
kmeasure-3c4e7852-d403-11ec-b364-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4c952f-d403-11ec-89a9-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4d05cd-d403-11ec-b9dd-00155d8545fd,10007,"0.0856233631772792, 1.0"
kmeasure-3c49bd44-d403-11ec-ae13-00155d8545fd,10022,"0.0010155782078587, 1.0"
kmeasure-3c4c7c8c-d403-11ec-876d-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4c0eba-d403-11ec-a896-00155d8545fd,10006,"0.0157730316607475, 1.0"
kmeasure-3c4bbc0e-d403-11ec-81b7-00155d8545fd,10028,"0.00605555984986024, 1.0"
kmeasure-3c4df43b-d403-11ec-bd7d-00155d8545fd,10005,"0.0186132392653584, 1.0"
kmeasure-3c4d55f1-d403-11ec-9c75-00155d8545fd,10030,"0.00522178081724248, 1.0"
kmeasure-3c4e95f1-d403-11ec-b637-00155d8545fd,10008,"0.000768625353806474, 1.0"
kmeasure-3c4bba58-d403-11ec-a88d-00155d8545fd,10028,"0.0392200758563342, 1.0"
kmeasure-3c5091a2-d403-11ec-be96-00155d8545fd,10016,"0.0846021555360332, 1.0"
kmeasure-3c4ab1c3-d403-11ec-bbe0-00155d8545fd,10023,"0.00134747754351559, 1.0"
kmeasure-3c4b9c70-d403-11ec-9db8-00155d8545fd,10015,"0.000883382492647001, 1.0"
kmeasure-3c4f4a47-d403-11ec-a5bc-00155d8545fd,10024,"0.00843297396103553, 1.0"
kmeasure-3c4d7c9a-d403-11ec-8fa3-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4b59bd-d403-11ec-9bb1-00155d8545fd,10003,"0.000959219232950689, 1.0"
kmeasure-3c5011cc-d403-11ec-89af-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4bb119-d403-11ec-b2c9-00155d8545fd,10028,"0.0637775668602193, 1.0"
kmeasure-3c4a9ead-d403-11ec-b38a-00155d8545fd,10023,"0.0011860012097067, 1.0"
kmeasure-3c4cd2ba-d403-11ec-be35-00155d8545fd,10009,"0.0697786246644272, 1.0"
kmeasure-3c4d353e-d403-11ec-9fa4-00155d8545fd,10030,"0.03369230536884, 1.0"
kmeasure-3c4cd043-d403-11ec-b4fe-00155d8545fd,10009,"0.00707001455883108, 1.0"
kmeasure-3c4a267f-d403-11ec-8137-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4fc413-d403-11ec-b6f8-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4e9b0a-d403-11ec-ad90-00155d8545fd,10008,"0.0126101666255128, 1.0"
kmeasure-3c4fffdb-d403-11ec-b9ff-00155d8545fd,10025,"0.000884464220103058, 1.0"
kmeasure-3c50e5f3-d403-11ec-9da3-00155d8545fd,10012,"0.143754384464175, 1.0"
kmeasure-3c4a2946-d403-11ec-9897-00155d8545fd,10027,"0.000140204461403525, 1.0"
kmeasure-3c503c17-d403-11ec-9d87-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4f8ced-d403-11ec-a960-00155d8545fd,10020,"0.00246998096603399, 1.0"
kmeasure-3c49a707-d403-11ec-b408-00155d8545fd,10031,"0.00596265782431587, 1.0"
kmeasure-3c4bc880-d403-11ec-9cba-00155d8545fd,10028,"0.0872426547836683, 1.0"
kmeasure-3c4d80b0-d403-11ec-8978-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4f859f-d403-11ec-8486-00155d8545fd,10020,"0.00672826225587155, 1.0"
kmeasure-3c4c024b-d403-11ec-92a7-00155d8545fd,10006,"0.01410438370221, 1.0"
kmeasure-3c4d722c-d403-11ec-b6bb-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4dabd5-d403-11ec-9175-00155d8545fd,10029,"0.00952678820077275, 1.0"
kmeasure-3c4ebc09-d403-11ec-9f1c-00155d8545fd,10032,"0.00952656966296522, 1.0"
kmeasure-3c4bb949-d403-11ec-8291-00155d8545fd,10028,"0.150334477937026, 1.0"
kmeasure-3c5046bc-d403-11ec-874c-00155d8545fd,10021,"0.0089995431147219, 1.0"
kmeasure-3c4f2db6-d403-11ec-af98-00155d8545fd,10024,"0.0095155939608356, 1.0"
kmeasure-3c4f8a85-d403-11ec-8157-00155d8545fd,10020,"0, 1.0"
kmeasure-3c4f1c02-d403-11ec-a617-00155d8545fd,10018,"0.0514875531832707, 1.0"
kmeasure-3c4d8238-d403-11ec-9655-00155d8545fd,10004,"0, 1.0"
kmeasure-3c49db77-d403-11ec-b890-00155d8545fd,10022,"0, 1.0"
kmeasure-3c498769-d403-11ec-b9db-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4980ee-d403-11ec-ab5e-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4c636e-d403-11ec-92de-00155d8545fd,10014,"0.0428388724714152, 1.0"
kmeasure-3c4f17d9-d403-11ec-bbb2-00155d8545fd,10018,"0.0185640463803281, 1.0"
kmeasure-3c4ad838-d403-11ec-a2b3-00155d8545fd,10001,"0.000477794241251174, 1.0"
kmeasure-3c4a6804-d403-11ec-b349-00155d8545fd,10011,"0.0556926128751126, 1.0"
kmeasure-3c503829-d403-11ec-b466-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4ca270-d403-11ec-975d-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4f1d89-d403-11ec-aa7a-00155d8545fd,10018,"0.00724923692514289, 1.0"
kmeasure-3c49e568-d403-11ec-895b-00155d8545fd,10022,"9.61504774376483E-05, 1.0"
kmeasure-3c4bff28-d403-11ec-80b4-00155d8545fd,10006,"0.00355406431515213, 1.0"
kmeasure-3c49f30e-d403-11ec-af7b-00155d8545fd,10022,"0.000733397994617845, 1.0"
kmeasure-3c4b0836-d403-11ec-affd-00155d8545fd,10026,"0, 1.0"
kmeasure-3c506129-d403-11ec-8b06-00155d8545fd,10021,"0.0231142868586199, 1.0"
kmeasure-3c4fbcb3-d403-11ec-93a2-00155d8545fd,10013,"0.0068573373119824, 1.0"
kmeasure-3c4c797d-d403-11ec-aa12-00155d8545fd,10010,"0.00892481258206956, 1.0"
kmeasure-3c50e1d4-d403-11ec-8aea-00155d8545fd,10012,"0.285746020531305, 1.0"
kmeasure-3c4bcc63-d403-11ec-a9b2-00155d8545fd,10028,"0.0287213825453821, 1.0"
kmeasure-3c4dcc3c-d403-11ec-9a06-00155d8545fd,10029,"0.0039581770072196, 1.0"
kmeasure-3c49b561-d403-11ec-bdbc-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4db883-d403-11ec-b44f-00155d8545fd,10029,"0, 1.0"
kmeasure-3c507e2c-d403-11ec-b198-00155d8545fd,10016,"0.0846666316719019, 1.0"
kmeasure-3c4f5d66-d403-11ec-b9d2-00155d8545fd,10024,"0, 1.0"
kmeasure-3c4e35cd-d403-11ec-8371-00155d8545fd,10019,"0.046757380030779, 1.0"
kmeasure-3c4dc3ff-d403-11ec-b907-00155d8545fd,10029,"0.00236726692537248, 1.0"
kmeasure-3c502ac9-d403-11ec-9aaa-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4ffb84-d403-11ec-a03f-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4fe90f-d403-11ec-8ce7-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4f7a96-d403-11ec-9124-00155d8545fd,10020,"0.00165307110672148, 1.0"
kmeasure-3c4b4294-d403-11ec-a9de-00155d8545fd,10003,"0.000730736176318842, 1.0"
kmeasure-3c4bb34a-d403-11ec-a68d-00155d8545fd,10028,"0.138439569072587, 1.0"
kmeasure-3c4a78d0-d403-11ec-9642-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4bac20-d403-11ec-b0ee-00155d8545fd,10028,"0.152236418967052, 1.0"
kmeasure-3c4a7243-d403-11ec-88b1-00155d8545fd,10023,"0.0101414368785273, 1.0"
kmeasure-3c4d08b2-d403-11ec-8fd2-00155d8545fd,10007,"0.0651685765814227, 1.0"
kmeasure-3c4d3ecf-d403-11ec-a215-00155d8545fd,10030,"0.00605582008522146, 1.0"
kmeasure-3c4a5325-d403-11ec-b1a2-00155d8545fd,10011,"0.109692626085779, 1.0"
kmeasure-3c4fcdd5-d403-11ec-91c5-00155d8545fd,10013,"0.00137522258080222, 1.0"
kmeasure-3c4d65fd-d403-11ec-a137-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4d882f-d403-11ec-89c9-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4c4109-d403-11ec-ae15-00155d8545fd,10014,"0.0189328071359299, 1.0"
kmeasure-3c4b1b11-d403-11ec-9408-00155d8545fd,10026,"0.00503451483781417, 1.0"
kmeasure-3c4ebb93-d403-11ec-9be7-00155d8545fd,10032,"0.0098697102498307, 1.0"
kmeasure-3c4e2bb5-d403-11ec-92a7-00155d8545fd,10019,"0.0396013459803224, 1.0"
kmeasure-3c499ea8-d403-11ec-b78f-00155d8545fd,10031,"0.000511355795248447, 1.0"
kmeasure-3c4d8634-d403-11ec-bb5d-00155d8545fd,10004,"0, 1.0"
kmeasure-3c49ae62-d403-11ec-bdda-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4995aa-d403-11ec-814f-00155d8545fd,10031,"0.00483756719347292, 1.0"
kmeasure-3c4b4780-d403-11ec-920a-00155d8545fd,10003,"1.08886702367198E-05, 1.0"
kmeasure-3c4d445f-d403-11ec-8983-00155d8545fd,10030,"0.0156047102572711, 1.0"
kmeasure-3c49fc6f-d403-11ec-8392-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4c4c26-d403-11ec-bf04-00155d8545fd,10014,"0.0465278279746059, 1.0"
kmeasure-3c4b5789-d403-11ec-ae5a-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4a02dd-d403-11ec-b5bb-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4f8b00-d403-11ec-b881-00155d8545fd,10020,"0, 1.0"
kmeasure-3c49fae5-d403-11ec-9e68-00155d8545fd,10027,"0.000994914458034858, 1.0"
kmeasure-3c4fd26d-d403-11ec-b2eb-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4b30b6-d403-11ec-8013-00155d8545fd,10003,"0.000954133170464653, 1.0"
kmeasure-3c4e3da8-d403-11ec-995a-00155d8545fd,10019,"0.0539863572520069, 1.0"
kmeasure-3c4e7f78-d403-11ec-8ccb-00155d8545fd,10008,"0.0198259100171486, 1.0"
kmeasure-3c4cefb0-d403-11ec-abaf-00155d8545fd,10007,"0.101108269156769, 1.0"
kmeasure-3c4eaa91-d403-11ec-a0c9-00155d8545fd,10008,"0.00684321914549285, 1.0"
kmeasure-3c4e9038-d403-11ec-8846-00155d8545fd,10008,"0.0120015077711344, 1.0"
kmeasure-3c4bab7f-d403-11ec-98f4-00155d8545fd,10028,"0.04220858850424, 1.0"
kmeasure-3c4e68d0-d403-11ec-8732-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4fb2b8-d403-11ec-8977-00155d8545fd,10013,"0.00197803580845795, 1.0"
kmeasure-3c49a46a-d403-11ec-812a-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4ad606-d403-11ec-9018-00155d8545fd,10001,"0.000257884694116435, 1.0"
kmeasure-3c505f8e-d403-11ec-be30-00155d8545fd,10021,"0.0123886904034682, 1.0"
kmeasure-3c50a471-d403-11ec-8092-00155d8545fd,10016,"0.0856733115486132, 1.0"
kmeasure-3c4e65f1-d403-11ec-b66c-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4ddb11-d403-11ec-a29b-00155d8545fd,10005,"0.0251126617497781, 1.0"
kmeasure-3c50cc64-d403-11ec-9fb3-00155d8545fd,10012,"0.0974231344859472, 1.0"
kmeasure-3c4cddf3-d403-11ec-b6c0-00155d8545fd,10009,"0.120039941004606, 1.0"
kmeasure-3c4b1a8e-d403-11ec-a2ef-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4a7de3-d403-11ec-a8e6-00155d8545fd,10023,"0.00595748002814631, 1.0"
kmeasure-3c4bc3b7-d403-11ec-befc-00155d8545fd,10028,"0.180293351998122, 1.0"
kmeasure-3c4d70a7-d403-11ec-acd9-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4cdad4-d403-11ec-9b59-00155d8545fd,10009,"0.158665995499885, 1.0"
kmeasure-3c4c9158-d403-11ec-b729-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4cc7a8-d403-11ec-a348-00155d8545fd,10009,"0.123589677843502, 1.0"
kmeasure-3c5054cf-d403-11ec-8329-00155d8545fd,10021,"0.0175961449741423, 1.0"
kmeasure-3c4e1951-d403-11ec-8d5e-00155d8545fd,10019,"0.0351346065613404, 1.0"
kmeasure-3c4acbf8-d403-11ec-9086-00155d8545fd,10001,"0.000625551845766768, 1.0"
kmeasure-3c4f1d08-d403-11ec-b073-00155d8545fd,10018,"0.0791631048969645, 1.0"
kmeasure-3c4fdfa5-d403-11ec-9850-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4e6df2-d403-11ec-ab79-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4cfe59-d403-11ec-b65c-00155d8545fd,10007,"0.0753853406905324, 1.0"
kmeasure-3c4ee8f5-d403-11ec-877c-00155d8545fd,10032,"0.00481206181697848, 1.0"
kmeasure-3c4f155f-d403-11ec-8941-00155d8545fd,10018,"0.0650132540569221, 1.0"
kmeasure-3c4b85ff-d403-11ec-8bbe-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4f14de-d403-11ec-8f20-00155d8545fd,10018,"0.0220185763487938, 1.0"
kmeasure-3c4f6c5b-d403-11ec-a034-00155d8545fd,10020,"0.00774070105076335, 1.0"
kmeasure-3c500f3b-d403-11ec-a502-00155d8545fd,10017,"6, 1.0"
kmeasure-3c4eea86-d403-11ec-97d3-00155d8545fd,10032,"0.00122184896360155, 1.0"
kmeasure-3c5053da-d403-11ec-8e34-00155d8545fd,10021,"0.00977405697264557, 1.0"
kmeasure-3c4ad727-d403-11ec-b9a2-00155d8545fd,10001,"0.000179398210202355, 1.0"
kmeasure-3c4db3e6-d403-11ec-97a6-00155d8545fd,10029,"0, 1.0"
kmeasure-3c4b454d-d403-11ec-8969-00155d8545fd,10003,"0.000406129310216538, 1.0"
kmeasure-3c4da02a-d403-11ec-aefc-00155d8545fd,10029,"0.00790308761785281, 1.0"
kmeasure-3c4bcac6-d403-11ec-bea6-00155d8545fd,10028,"0.173556746545069, 1.0"
kmeasure-3c4bb45e-d403-11ec-9336-00155d8545fd,10028,"0.12233266481241, 1.0"
kmeasure-3c49f9f3-d403-11ec-b6b6-00155d8545fd,10027,"0.000954166207436283, 1.0"
kmeasure-3c4b94ee-d403-11ec-8339-00155d8545fd,10015,"0.000793463136476761, 1.0"
kmeasure-3c4e8664-d403-11ec-8a00-00155d8545fd,10008,"0.0119587446065847, 1.0"
kmeasure-3c4d59aa-d403-11ec-a254-00155d8545fd,10030,"0.00548164394571615, 1.0"
kmeasure-3c509123-d403-11ec-9316-00155d8545fd,10016,"0.0463118759104894, 1.0"
kmeasure-3c4ce53b-d403-11ec-a6ed-00155d8545fd,10009,"0.122463497501884, 1.0"
kmeasure-3c4cd546-d403-11ec-9bd6-00155d8545fd,10009,"0.115992557438557, 1.0"
kmeasure-3c4ad237-d403-11ec-b8ff-00155d8545fd,10001,"0, 1.0"
kmeasure-3c4e9244-d403-11ec-9d53-00155d8545fd,10008,"0.0173975497981651, 1.0"
kmeasure-3c4b8ffc-d403-11ec-93b6-00155d8545fd,10015,"0.00043829644901398, 1.0"
kmeasure-3c4e19d6-d403-11ec-8202-00155d8545fd,10019,"0.0069270050043644, 1.0"
kmeasure-3c4bd4a9-d403-11ec-aa79-00155d8545fd,10028,"0.0433475918796125, 1.0"
kmeasure-3c4d0c16-d403-11ec-bf9f-00155d8545fd,10007,"0.0376509485645412, 1.0"
kmeasure-3c49e03f-d403-11ec-97ee-00155d8545fd,10022,"0, 1.0"
kmeasure-3c4ba6de-d403-11ec-9510-00155d8545fd,10028,"0.190074441383935, 1.0"
kmeasure-3c4d0b8f-d403-11ec-b659-00155d8545fd,10007,"0.0978841564943867, 1.0"
kmeasure-3c4faec0-d403-11ec-92a8-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4fd0eb-d403-11ec-9bba-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4ec2ed-d403-11ec-aecb-00155d8545fd,10032,"0, 1.0"
kmeasure-3c5056c9-d403-11ec-834f-00155d8545fd,10021,"0.0137724895836476, 1.0"
kmeasure-3c503b99-d403-11ec-9a21-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4d7768-d403-11ec-960f-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4e2428-d403-11ec-86cb-00155d8545fd,10019,"0.00978069837905016, 1.0"
kmeasure-3c4deb26-d403-11ec-958e-00155d8545fd,10005,"0.00256036533848652, 1.0"
kmeasure-3c4ff240-d403-11ec-b767-00155d8545fd,10025,"0.00218180668239339, 1.0"
kmeasure-3c4b08bf-d403-11ec-9b07-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4a64a6-d403-11ec-b53d-00155d8545fd,10011,"0.0630992978092014, 1.0"
kmeasure-3c505749-d403-11ec-b3e4-00155d8545fd,10021,"0.00124784880293204, 1.0"
kmeasure-3c4a8944-d403-11ec-8f45-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4d73a5-d403-11ec-ad2e-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4ca78d-d403-11ec-8aba-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4fa63c-d403-11ec-8e68-00155d8545fd,10013,"0.000699437318015877, 1.0"
kmeasure-3c4a76ce-d403-11ec-9d24-00155d8545fd,10023,"0.00959252387553873, 1.0"
kmeasure-3c50286b-d403-11ec-9d94-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4ac72d-d403-11ec-8f0d-00155d8545fd,10001,"0, 1.0"
kmeasure-3c4a66af-d403-11ec-9401-00155d8545fd,10011,"0.0724294911388823, 1.0"
kmeasure-3c4fa5bf-d403-11ec-8415-00155d8545fd,10013,"0.00426837753599359, 1.0"
kmeasure-3c502485-d403-11ec-8c9a-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4a5bc8-d403-11ec-847b-00155d8545fd,10011,"0.187580395941157, 1.0"
kmeasure-3c4ecd7c-d403-11ec-b7ba-00155d8545fd,10032,"0.00405708514257363, 1.0"
kmeasure-3c4ec67b-d403-11ec-a937-00155d8545fd,10032,"0.00446517668010435, 1.0"
kmeasure-3c4c4cad-d403-11ec-aef5-00155d8545fd,10014,"0.0241284042392292, 1.0"
kmeasure-3c4f6148-d403-11ec-9b23-00155d8545fd,10024,"0, 1.0"
