"kobs_id","kmeasure_id"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-5a728e27-6359-433e-b673-ab863b561427","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","mact-ec4b2ad9-fbb8-4caf-bca1-1512e7f02e19"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-be003bad-fc60-4ba7-868d-194f909d4c4b","mact-ccfce484-fa8e-44fc-b512-76e302b212a2"
"obf-cce83cd7-20ee-4a03-b731-51df2c399b4c","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-e9238385-bcec-4866-9493-2fb6b9129c04","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","mact-8803367b-2158-4f0f-a964-dad3ee9c0333"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-5a728e27-6359-433e-b673-ab863b561427","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-de76a07a-0935-4cea-9755-089a2da00020","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-4aa2cc22-e6a0-4699-9d60-15650f4dc74f","mact-8803367b-2158-4f0f-a964-dad3ee9c0333"
"obf-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-de76a07a-0935-4cea-9755-089a2da00020","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","mact-d293cd5d-71c0-4403-bc24-b7e5039093f2"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","mact-786f9e86-2215-4b03-8552-584b7a254816"
"obf-be003bad-fc60-4ba7-868d-194f909d4c4b","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","mact-bf296e99-c642-4b30-b3fc-a925c203448d"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","mact-00a371b8-7af7-422c-bc7a-0e5cb72fbbbc"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-63d3ac25-85f8-4c5b-b2e2-cce25363560e","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-cce3dfde-fcbc-4972-b666-e50403edb23e","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-2f39e379-fb3b-4776-bcf8-5d7044c0bef7","mact-5e98f8ec-2cf0-495b-aa69-b1fc065079c0"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-cce83cd7-20ee-4a03-b731-51df2c399b4c","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","mact-638e19f0-fedc-4b45-9732-bef1ec7a4a17"
"obf-cce83cd7-20ee-4a03-b731-51df2c399b4c","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-4aa2cc22-e6a0-4699-9d60-15650f4dc74f","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-e0117c66-e93b-4f5d-b484-1310c38f2fa1","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-c902f00f-97fd-45c0-8753-dace2c608168","mact-61c5b251-7b38-4793-aecb-e6e470d7ef9a"
"obf-0c7a8541-1cf9-4cce-85d8-5824104289cf","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-e9238385-bcec-4866-9493-2fb6b9129c04","mact-3ee44709-485e-4daa-9824-87de6ffa2689"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-c902f00f-97fd-45c0-8753-dace2c608168","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-e0117c66-e93b-4f5d-b484-1310c38f2fa1","mact-43e13ffb-e23f-4bbc-8879-c5f698b2c33e"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-2f39e379-fb3b-4776-bcf8-5d7044c0bef7","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-e9238385-bcec-4866-9493-2fb6b9129c04","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-0c7a8541-1cf9-4cce-85d8-5824104289cf","mact-3cfe4f2c-7d3b-4988-8bcd-b08b28c96e4e"
"obf-de76a07a-0935-4cea-9755-089a2da00020","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-cce83cd7-20ee-4a03-b731-51df2c399b4c","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-e0117c66-e93b-4f5d-b484-1310c38f2fa1","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-9300e8ea-52e6-4368-82a2-42f8afd594e2","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-2f39e379-fb3b-4776-bcf8-5d7044c0bef7","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-4aa2cc22-e6a0-4699-9d60-15650f4dc74f","mact-3cfe4f2c-7d3b-4988-8bcd-b08b28c96e4e"
"obf-63d3ac25-85f8-4c5b-b2e2-cce25363560e","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-d7f52f90-7169-41fa-97e3-31f1488aa7da","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-de76a07a-0935-4cea-9755-089a2da00020","mact-3ee44709-485e-4daa-9824-87de6ffa2689"
"obf-c902f00f-97fd-45c0-8753-dace2c608168","mact-7b411daa-2993-46f7-9883-88ed9410a66c"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","mact-bf296e99-c642-4b30-b3fc-a925c203448d"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
"obf-d7f52f90-7169-41fa-97e3-31f1488aa7da","mact-02528e65-c88d-4434-80ff-99d3b326e001"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","mact-561a6e71-44cf-4b26-b73e-eeda2ce3bc4e"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","mact-9a9885eb-589d-4836-8902-a2266e628652"
"obf-de76a07a-0935-4cea-9755-089a2da00020","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","mact-26b34fef-27d0-4145-a138-15c4d63f03a2"
