id,source_id,target_id
relationship--e37c2e11-8b96-4a9a-bc94-2995f54135dd,course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
relationship--df82dc71-a168-4af3-9526-8449400777dc,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
relationship--60e4698b-a16d-4a40-8473-4d88e2e70881,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
relationship--e49a1c79-5aa0-4d1a-906d-806c5253bd3e,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
relationship--45912a00-141c-45ec-afb6-2ac272764c14,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
relationship--4cdd118b-5ad8-4607-94b2-be828038b5ff,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
relationship--7d770dbe-1baa-4411-bd37-b703c6f86585,course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
relationship--4f8dca9b-86d0-4d97-98ed-c98240cc3933,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
relationship--124e7a8b-5bc6-499d-8ca5-4c25b3ed8602,course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--4dbb52bd-9ecf-4c61-91b2-9787860f737c,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--884964fd-ae2b-4a3f-a023-98e79b967943,course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
relationship--73b3f761-2c2d-4ceb-8886-dd0bb0fc7fc4,course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067,attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da
relationship--83cedabf-9f63-4094-9f60-b545308c6dbb,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da
relationship--5ba32510-89b8-4bba-8680-06602923e13e,course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da
relationship--246e4d06-8646-4f9a-8d7c-1efd98fd11c1,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
relationship--6607178e-a8b4-4da9-b985-3712eb71a303,course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
relationship--e30864c0-df50-403b-9ad0-ef744a5d7449,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
relationship--529b0951-548c-4316-93d1-baf97d89f10a,course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
relationship--5401a61d-a795-4619-aa7e-fdf54cd4358e,course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
relationship--069ff8f0-889c-4463-bf5d-618bf5e457ee,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
relationship--1974c8c2-d97b-4ea3-9ed4-61a8d0cd2fdd,course-of-action--e5d930e9-775a-40ad-9bdb-b941d8dfe86b,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
relationship--92a0aa90-109d-41d7-a08a-6326480d02e6,course-of-action--e5d930e9-775a-40ad-9bdb-b941d8dfe86b,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e
relationship--b61fb6ca-82b8-4928-8f1b-7a48645bd888,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd
relationship--a69c1383-0afc-40d5-879c-fda561aff983,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc
relationship--c0aa0cf1-4c03-4fdd-bdbb-65563bff4a81,course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--a66c8397-99c0-494c-9cbe-4055e0b2f6a1,course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--47845844-3465-4c87-aaa1-03e860cc3dab,course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--e2a9b959-8179-4ea0-99bc-8a8310bd1de2,course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--b3a191f3-59be-4457-ad5c-085ea0391bfe,course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e
relationship--b29139fc-f053-44f7-9b5f-6029a984474d,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c
relationship--9bb5eb8e-b05c-4890-a5aa-6c038b61d5d7,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c
relationship--68ad793a-2678-4537-8480-8086fd4d757e,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--ff397dfb-a231-423f-8be0-be01eb2c9d4d,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--29b03b8f-229b-44a9-a281-6e39edb86844,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d
relationship--dd3eb448-d9b3-4e25-b6ad-3992eee64ea8,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--a542bac9-7bc1-4da7-9a09-96f69e23cc21
relationship--2c6c988d-d843-4dc0-82be-b504e3c3a39c,course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,attack-pattern--a542bac9-7bc1-4da7-9a09-96f69e23cc21
relationship--e8001e2b-a639-458e-98f1-816a58830562,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--a542bac9-7bc1-4da7-9a09-96f69e23cc21
relationship--ac4beabf-1644-4386-b34a-ebfc6e3bd3b0,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3
relationship--00876444-466d-40fe-8de5-0c13fcd0ea1a,course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59
relationship--dbb28d6a-0007-467a-ae7a-bf09eddd436c,course-of-action--609191bf-7d06-40e4-b1f8-9e11eb3ff8a6,attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59
relationship--dd9a12ee-30b1-4764-860d-111c73411ebe,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
relationship--fd9cf3cc-51cd-4f13-b90e-2b8e274a4cc1,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--7b50a1d3-4ca7-45d1-989d-a6503f04bfe1
relationship--9dcf3707-34ff-4a44-b65b-fc1f8f127bf5,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--7b50a1d3-4ca7-45d1-989d-a6503f04bfe1
relationship--d8b7535e-7cf7-408e-acd3-a42fc77a5e35,course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,attack-pattern--7b50a1d3-4ca7-45d1-989d-a6503f04bfe1
relationship--6f3caebf-2c07-45de-b2f3-622dc8fcf59e,course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--264f59d1-abb8-4f79-8a32-49879700af15,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--9e87accb-6851-4438-8673-e3682dae807f,course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--56efe93d-938a-4cad-ab2a-ff43a1f6e266,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--1126cab1-c700-412f-a510-61f4937bb096
relationship--75a29a2d-548e-4aba-b33f-5322936b9e7a,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--1126cab1-c700-412f-a510-61f4937bb096
relationship--8f76b879-a168-4d87-b9f1-a06706d48e33,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec
relationship--7fa20508-8d9f-4070-8e8b-b71eefade05f,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec
relationship--690a7276-e560-4d69-92bc-feecf7d0cc73,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
relationship--365897c8-a97b-42e0-8fb8-cc08c23545df,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
relationship--1720444b-e442-423e-ba6f-48079ad8b04e,course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--57db6603-303e-4749-8a92-2e4021aee764,course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--52ded6c4-f6f1-4c9a-8973-4378a91193d5,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--3d5d727d-fa37-4de4-9d31-d8e497c910de,course-of-action--b9f0c069-abbe-4a07-a245-2481219a1463,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
relationship--bc02a307-04c7-4b8e-ab91-bf8ca261420e,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--b7f0b1ab-3a14-4944-aee0-8abdb24707c6,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec
relationship--1694d196-8f00-44ee-802f-274a2c566a15,course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec
relationship--a439669e-49b7-4197-a6e7-7e5ea11136df,course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436
relationship--803c83dc-fe82-40e4-8aa7-35c95269ef8f,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436
relationship--9d62760d-5678-4ebf-9a19-aa9de5d9728c,course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436
relationship--cbb40150-0414-4b36-a28b-f7d2088f535a,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--1d362b9d-300d-4081-bd42-ca57c892a331,course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--b3e90252-cb18-4cd3-8faf-59d25a39bb46,course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--4d0c0d1b-94a7-4518-b57e-e79212354bbf,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
relationship--edaeb27a-9226-4805-ae45-87312a2dc013,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
relationship--c43e411a-6615-47f5-ba14-b62c78a61572,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--9f823a97-8924-496c-80f4-cf256ef640da,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--28170e17-8384-415c-8486-2e6b294cb803
relationship--fa0217c0-038b-44ed-8e16-f23ceb01b6a8,course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067,attack-pattern--28170e17-8384-415c-8486-2e6b294cb803
relationship--3551c43c-b1b9-432b-8c3a-cf0265ca74ff,course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
relationship--a8ec5ebc-8505-471c-ae81-877229b53a65,course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
relationship--cb0b7f7e-9ce2-4917-8eda-ae92080f6ff1,course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e
relationship--95020349-b1e3-41ad-9fd2-814d36e906c5,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e
relationship--a1844dc2-a809-4413-8509-e8d4b54882a5,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--e4fd283f-c168-442a-881d-70cf1eb67e20,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--824add00-99a1-4b15-9a2d-6c5683b7b497
